Id2,Ed_LtHS
17031839600,0.226376615
17031839700,0.182088566
17031839800,0.132642487
17031839900,0.148668639
17031840000,0.174023338
17031840100,0.301048735
17031840200,0.331260599
17031840300,0.349789514
17031840400,0.234137623
17031840700,0.554982818
17031840800,0.475392104
17031841000,0.12
17031841100,0.34687442
17031841200,0.418380062
17031841300,0.42839196
17031841400,0.191400832
17031841500,0.31486676
17031841600,0.238709677
17031841700,0.428825623
17031841800,0.127327327
17031841900,0.031751695
17031842000,0.242088608
17031842100,0.277960111
17031842200,0.075845411
17031842300,0.05738576
17031842400,0.190456935
17031842500,0.279299014
17031842600,0.26076483
17031842800,0.510987791
17031842900,0.308
17031843000,0.314356436
17031843100,0.212169736
17031843200,0.390066626
17031843300,0.250209205
17031843400,0.251716247
17031843500,0.534634652
17031843600,0.130906769
17031843700,0.062312762
17031843800,0.325624422
17031843900,0.180630284
17031980000,
17031980100,
17031990000,
