Id2,Non_NonHWhite
17031841000,0.830161054
17031841100,0.955654684
17031841200,0.915215479
17031841300,0.912343047
17031841400,0.954927426
17031841500,0.994011976
17031841600,0.992656059
17031841700,0.979541228
17031841800,1
17031841900,0.516972636
17031842000,0.604905535
17031842100,0.992849536
17031842200,0.465443686
17031842300,0.268933981
17031842400,1
17031842500,0.999157895
17031842600,0.503207698
17031842800,0.945011783
17031842900,0.939447907
17031843000,1
17031843100,0.945886494
17031843200,0.886238532
17031843300,0.948081264
17031843400,0.995890411
17031843500,0.901700259
17031843600,0.979685703
17031843700,0.264150943
17031843800,0.801724138
17031843900,0.987320838
17031980000,
17031980100,
17031990000,
